OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CA,USGS California Water Science Center,USGS-343953118041901,007N011W29M001S,Well,,18090206,,,,,34.66450000000000,-118.0728056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2442,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,Basin and Range basin-fill aquifers,,,,,1140,ft,1140,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-343955118231901,007N014W29L001S,Well,,18070102,,,,,34.66527778000000,-118.3886110000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3285,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,,,,,20200305,8.5,ft,8.5,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-343955118232701,007N014W29M002S,Well,,18070102,,,,,34.66547220000000,-118.3909778000000,24000,Unknown,Unknown,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAD83,3274.09,feet,0.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,,20191127,30,ft,30,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-343959118240401,007N014W30K003S,Well,,18070102,,,,,34.66661944000000,-118.4012278000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,3265.95,feet,0.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,037,,,,,20200109,6.2,ft,6.2,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344000118250002,007N015W25F005S,Well,,18070102,,,,,34.66936110000000,-118.4225278000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3320,feet,40,feet,Interpolated from topographic map.,NAVD88,US,06,037,,,,,20101115,200,ft,205,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344008120263902,007N034W22Q008S,Well,,18060010,,,,,34.66887180000000,-120.4451628000000,24000,1,seconds,Interpolated from MAP.,NAD83,83.5,feet,1,feet,Level or other surveyed method.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19880917,46,ft,51,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344008120320901,007N035W23Q004S,Well,,18060010,,,,,34.66887155000000,-120.5368335000000,24000,1,seconds,Interpolated from MAP.,NAD83,37.32,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19870313,190,ft,440,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344009120320402,007N035W23Q002S,Well,,18060010,,,,,34.66914930000000,-120.5354445000000,24000,1,seconds,Interpolated from MAP.,NAD83,37.22,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19870313,51,ft,82.5,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344036117215201,007N005W23R001S,Well,,18090208,,,,,34.67625000000000,-117.3659167000000,24000,.1,seconds,Reported.,NAD83,2723.5,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920303,758.7,ft,760,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344036117215202,007N005W23R002S,Well,,18090208,,,,,34.67625000000000,-117.3659167000000,24000,.1,seconds,Reported.,NAD83,2723.5,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920304,521.7,ft,760,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344041120341101,007N035W21G002S,Well,,18060010,,,,,34.67803805000000,-120.5710016000000,24000,1,seconds,Interpolated from MAP.,NAD83,20.00,feet,1,feet,Interpolated from topographic map.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19820519,180,ft,205,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344043120322407,007N035W23E007S,Well,,18060010,,,,,34.67859360000000,-120.5410004000000,24000,1,seconds,Interpolated from MAP.,NAD83,30.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19940414,175,ft,355,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344043120322408,007N035W23E008S,Well,,18060010,,,,,34.67859360000000,-120.5410004000000,24000,1,seconds,Interpolated from MAP.,NAD83,30.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19940414,50,ft,355,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344045120324601,007N035W22A003S,Well,,18060010,,,,,34.67927778000000,-120.5463610000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,083,California Coastal Basin aquifers,,,,19950802,71,ft,82,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344048120320201,007N035W23B002S,Well,,18060010,,,,,34.68026026000000,-120.5351668000000,24000,1,seconds,Interpolated from MAP.,NAD83,30.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19790809,79.1,ft,80.0,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344104118053101,007N011W19E001S,Well,,18090206,,,,,34.68443016000000,-118.0928493000000,24000,1,seconds,Interpolated from MAP.,NAD83,2410,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,Basin and Range basin-fill aquifers,,,,19560310,508,ft,508,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344112120351001,007N035W17K020S,Well,,18060010,,,,,34.68664900000000,-120.5873912000000,24000,1,seconds,Interpolated from MAP.,NAD83,24.00,feet,1,feet,Interpolated from topographic map.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19820615,123.9,ft,160,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344138117581901,007N010W18R002S,Well,,18090206,,,,,34.69347500000000,-117.9719278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2440,feet,3,feet,Interpolated from topographic map.,NGVD29,US,06,037,Basin and Range basin-fill aquifers,,,,19780907,600,ft,600,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344200117205001,007N005W13H003S,Well,,18090208,,,,,34.69990556000000,-117.3480972000000,24000,.1,seconds,Reported.,NAD83,2474.5,feet,.10,feet,Level or other surveyed method.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,,19951211,24.18,ft,26,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344200118141001,007N013W14E001S,Well,,18090206,,,,,34.69998440000000,-118.2370199000000,24000,1,seconds,Interpolated from MAP.,NAD83,2350.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,037,Basin and Range basin-fill aquifers,,,,19570920,930,ft,1239,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344209118183801,007N014W13A001S,Well,,18090206,,,,,34.70248416000000,-118.3114666000000,24000,1,seconds,Interpolated from MAP.,NAD83,2467.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,037,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19521212,519,ft,519,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344300114310001,007N024E06N001S,Well,,15030101,,,,,34.72400000000000,-114.5194167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,530,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,,19860728,210,ft,219.2,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344333117225901,007N005W02B001S,Well,,18090208,,,,,34.72592778000000,-117.3833417000000,24000,.1,seconds,Reported.,NAD83,2528.00,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,20041202,625.00,ft,878.00,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344333117225902,007N005W02B002S,Well,,18090208,,,,,34.72592778000000,-117.3833417000000,24000,.1,seconds,Reported.,NAD83,2528.00,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,20041202,325.0,ft,878.00,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344333117225903,007N005W02B003S,Well,,18090208,,,,,34.72592778000000,-117.3833417000000,24000,.1,seconds,Reported.,NAD83,2528.00,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,20041202,135.0,ft,878.00,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344338118022501,007N011W03E003S,Well,,18090206,,,,,34.72720644000000,-118.0411812000000,24000,1,seconds,Interpolated from MAP.,NAD83,2361.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,037,Basin and Range basin-fill aquifers,,,,1968,370,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-344434117200401,008N004W31G002S,Well,,18090208,,,,,34.74286110000000,-117.3346389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2429,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19900713,425,ft,452,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344532120233903,008N033W19K004S,Well,,18060009,,,,,34.75905830000000,-120.3944083000000,24000,Unknown,Unknown,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,362.98,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,083,,,,,20160730,350,ft,700,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344551117553101,008N010W22P003S,Well,,18090206,,,,,34.76415019000000,-117.9261782000000,24000,1,seconds,Interpolated from MAP.,NAD83,2360.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,037,Basin and Range basin-fill aquifers,,,,1958,200,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-344600118160001,008N013W17K001S,Well,,18090206,,,,,34.78294444000000,-118.2813333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2434,feet,2.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,Basin and Range basin-fill aquifers,,,,20051128,664,ft,673,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344623117550001,008N010W22H004S,Well,,18090206,,,,,34.77305556000000,-117.9166667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2352,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,037,Basin and Range basin-fill aquifers,,,,19981012,235,ft,282,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344700118360001,008N016W18H004S,Well,,18090206,,,,,34.78500000000000,-118.6093056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2979,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,Basin and Range basin-fill aquifers,,,,,680,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-344703118095601,008N012W16M001S,Well,,18090206,,,,,34.78411110000000,-118.1663889000000,24000,.5,seconds,Interpolated from MAP.,NAD83,2317,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,Basin and Range basin-fill aquifers,,,,19580409,470,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344728117145601,008N004W12Q001S,Well,,18090208,,,,,34.79109627000000,-117.2497680000000,24000,1,seconds,Interpolated from MAP.,NAD83,2332,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,,49.1,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-344818117151501,008N004W12C001S,Well,,18090208,,,,,34.80513889000000,-117.2545556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2352.8,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19880104,150,ft,150,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344856116373901,008N003E01E005S,Well,,18090208,,,,,34.81555556000000,-116.6274167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1805,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,,,,,20060306,210,ft,235,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-344934118255201,009N015W36E001S,Well,,18090206,,,,,34.82613889000000,-118.4313000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2627,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,,,,,19690213,810,ft,811,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345004117112001,009N003W34D003S,Well,,18090208,,,,,34.83447220000000,-117.1890556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2271,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-345004118135801,009N013W35C001S,Well,,18090206,,,,,34.83436110000000,-118.2326667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2373,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,,,,,,520,ft,600,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345006118125701,009N013W25N001S,Well,,18090206,,,,,34.83500000000000,-118.2158333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2355,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,029,Basin and Range basin-fill aquifers,,,,19930323,527,ft,570,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345006118153601,009N013W28R001S,Well,,18090206,,,,,34.83500000000000,-118.2600000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2399,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,Basin and Range basin-fill aquifers,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-345006118183101,009N013W30N001S,Well,,18090206,,,,,34.83500000000000,-118.3086110000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2455,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,Basin and Range basin-fill aquifers,,,,,,,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345100117070001,009N002W19K002S,Well,,18090208,,,,,34.85386110000000,-117.1270556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2300,feet,5,feet,Interpolated from topographic map.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19871215,393,ft,393,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345124117094301,009N003W23F001S,Well,,18090208,,,,,34.85710000000000,-117.1625778000000,24000,Unknown,Unknown,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAD83,2226.8,feet,0.7,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19941116,585,ft,589,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345127116473201,009N002E20K001S,Well,,18090208,,,,,34.85755556000000,-116.7935278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1922,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19420101,388,ft,400,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345136117101201,009N003W23D002S,Well,,18090208,,,,,34.86055830000000,-117.1708583000000,24000,Unknown,Unknown,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAD83,2226.8,feet,0.4,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19970619,99.5,ft,101,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345152116443201,009N002E23C001S,Well,,18090208,,,,,34.86444444000000,-116.7421667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1882,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,,,,,19931103,310,ft,310,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345153117080701,009N003W13R001S,Well,,18090208,,,,,34.86470540000000,-117.1361545000000,24000,1,seconds,Interpolated from MAP.,NAD83,2236,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19480101,212,ft,212,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345209117560801,009N010W16R004S,Well,,18090206,,,,,34.86942340000000,-117.9350679000000,24000,1,seconds,Interpolated from MAP.,NAD83,2308.3,feet,.1,feet,Level or other surveyed method.,NGVD29,US,06,029,Basin and Range basin-fill aquifers,,,Mixed (confined and unconfined) multiple aquifers,19900519,700,ft,702,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345239117372601,009N007W16C002S,Well,,18090208,,,,,34.87755556000000,-117.6238889000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2985.69,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,,,,,20010925,,,392,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345242116562101,009N001W12N004S,Well,,18090208,,,,,34.87817220000000,-116.9400722000000,24000,.1,seconds,Reported.,NAD83,2010.24,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,Mixed (confined and unconfined) multiple aquifers,19920624,640,ft,660,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345242116562102,009N001W12N005S,Well,,18090208,,,,,34.87817220000000,-116.9400722000000,24000,.1,seconds,Reported.,NAD83,2010.24,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,Mixed (confined and unconfined) multiple aquifers,19920624,307.1,ft,660,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345242116562103,009N001W12N006S,Well,,18090208,,,,,34.87817220000000,-116.9400722000000,24000,.1,seconds,Reported.,NAD83,2010.24,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,Mixed (confined and unconfined) multiple aquifers,19920624,167.7,ft,660,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345242116562104,009N001W12N007S,Well,,18090208,,,,,34.87817220000000,-116.9400722000000,24000,.1,seconds,Reported.,NAD83,2010.24,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,Mixed (confined and unconfined) multiple aquifers,19920624,91.0,ft,660,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345244117373301,009N007W16C001S,Well,,18090208,,,,,34.87894444000000,-117.6259167000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2997.82,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,,,,,20010814,123,ft,123,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345251116560601,009N001W12L002S,Well,,18090208,,,,,34.87910000000000,-116.9355417000000,24000,.1,seconds,Reported.,NAD83,2002.66,feet,1,feet,Level or other surveyed method.,NGVD29,US,06,071,Basin and Range basin-fill aquifers,,,,19920617,452.3,ft,480,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345251116560602,009N001W12L003S,Well,,18090208,,,,,34.87910000000000,-116.9355417000000,24000,.1,seconds,Reported.,NAD83,2007.7,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920617,321.1,ft,480,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345251116560603,009N001W12L004S,Well,,18090208,,,,,34.87910000000000,-116.9355417000000,24000,.1,seconds,Reported.,NAD83,2007.7,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920617,184.9,ft,480,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345251116560604,009N001W12L005S,Well,,18090208,,,,,34.87910000000000,-116.9355417000000,24000,.1,seconds,Reported.,NAD83,2007.7,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920618,74.6,ft,480,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345254116572404,009N001W11M011S,Well,,18090208,,,,,34.88158610000000,-116.9578167000000,,.1,seconds,Reported.,NAD83,2023.3,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,,75,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-345324120190801,009N033W02B001S,Well,,18060008,,,,,34.89013889000000,-120.3189860000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,398,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-345334117421401,009N008W10A001S,Well,,18090206,,,,,34.89272220000000,-117.7039722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2701.41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,,,,,20110316,,,90.0,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345339117065001,009N002W05N007S,Well,,18090208,,,,,34.89436110000000,-117.1146667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2190,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19830620,195,ft,200,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345340120261801,009N034W03A002S,Well,,18060008,,,,,34.89438889000000,-120.4395000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,270,feet,50,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,083,California Coastal Basin aquifers,,,,,331,ft,350,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345341117082101,009N003W01R005S,Well,,18090208,,,,,34.89469720000000,-117.1403583000000,24000,Unknown,Unknown,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAD83,2197.0,feet,0.7,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920311,328.4,ft,370,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345341117082102,009N003W01R006S,Well,,18090208,,,,,34.89469720000000,-117.1403583000000,24000,Unknown,Unknown,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAD83,2197.0,feet,0.7,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920311,209.8,ft,370,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345341117082103,009N003W01R007S,Well,,18090208,,,,,34.89469720000000,-117.1403583000000,24000,Unknown,Unknown,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAD83,2197.0,feet,0.7,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19920311,118.4,ft,370,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345406117044002,009N002W03E002S,Well,,18090208,,,,,34.90095556000000,-117.0743278000000,24000,.1,seconds,Reported.,NAD83,2144.6,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19930210,184.3,ft,240,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345406117044003,009N002W03E003S,Well,,18090208,,,,,34.90095556000000,-117.0743278000000,24000,.1,seconds,Reported.,NAD83,2144.6,feet,5,feet,Reported method of determination.,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19930210,121.0,ft,240,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345412117425101,009N008W03F001S,Well,,18090206,,,,,34.90347220000000,-117.7141389000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2662.8,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,,,,,20140627,,,81,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345418116455001,009N002E03E001S,Well,,18090208,,,,,34.90498560000000,-116.7647557000000,24000,1,seconds,Interpolated from MAP.,NAD83,1879,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,,127,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-345418117100901,009N003W02D004S,Well,,18090207,,,,,34.90486110000000,-117.1690833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2231,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,19860505,200,ft,200,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345422117071001,009N002W06A004S,Well,,18090208,,,,,34.90609286000000,-117.1203210000000,24000,1,seconds,Interpolated from MAP.,NAD83,2183,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,Basin and Range basin-fill aquifers,,,,1980,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345435117425101,009N008W03C001S,Well,,18090206,,,,,34.90980556000000,-117.7141667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2714.44,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,,,,,20020204,,,103.4,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-345439117412001,010N008W35R001S,Well,,18090206,,,,,34.91077778000000,-117.6889444000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2844.44,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,029,,,,,19960905,65,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-345441120291301,010N034W29N001S,Well,,18060008,,,,,34.91136769000000,-120.4879436000000,,1,seconds,Interpolated from MAP.,NAD83,190.00,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,06,083,California Coastal Basin aquifers,,,,19500101,112,ft,117,ft,NWIS
